vendor,month,count
City of Dyersburg Gas & Water Department,Jun,1
City of Dyersburg Gas & Water Department,Jul,1
City of Dyersburg Gas & Water Department,Oct,2
City of Dyersburg Gas & Water Department,Nov,1
City of Eagle Pass,Oct,1
City of Emporia,Jan,1
City of Emporia,Feb,1
City of Emporia,Mar,2
City of Emporia,Apr,2
City of Emporia,May,2
City of Emporia,Jun,2
City of Emporia,Jul,2
City of Emporia,Aug,2
City of Emporia,Sep,2
City of Emporia,Oct,2
City of Emporia,Nov,2
City of Emporia,Dec,2
City of Enumclaw,Jan,1
City of Enumclaw,Feb,1
City of Enumclaw,Mar,1
City of Enumclaw,Apr,1
City of Enumclaw,Jun,1
City of Enumclaw,Jul,1
City of Enumclaw,Aug,1
City of Enumclaw,Sep,1
City of Enumclaw,Oct,1
City of Enumclaw,Nov,1
City of Enumclaw,Dec,1
City of Fargo,Jan,5
City of Fargo,Feb,4
City of Fargo,Mar,5
City of Fargo,Apr,6
City of Fargo,May,6
City of Fargo,Jun,6
City of Fargo,Jul,5
City of Fargo,Aug,6
City of Fargo,Sep,6
City of Fargo,Oct,7
City of Fargo,Nov,7
City of Fargo,Dec,8
"City of Fayette, AL",Jan,3
"City of Fayette, AL",Feb,3
"City of Fayette, AL",Mar,2
"City of Fayette, AL",Apr,2
"City of Fayette, AL",May,3
"City of Fayette, AL",Jun,3
"City of Fayette, AL",Jul,3
"City of Fayette, AL",Sep,3
"City of Fayette, AL",Nov,3
"City of Fayette, AL",Dec,1
City of Fergus Falls,Jan,1
City of Fergus Falls,Feb,1
City of Fergus Falls,Mar,1
City of Fergus Falls,Apr,1
City of Fergus Falls,Jun,2
City of Fergus Falls,Jul,1
City of Fergus Falls,Aug,1
City of Fergus Falls,Sep,1
City of Fergus Falls,Oct,1
City of Fergus Falls,Nov,2
City of Fergus Falls,Dec,2
City of Flagstaff,Feb,1
City of Flagstaff,May,1
City of Foley,Jan,1
City of Foley,Feb,3
City of Foley,Mar,2
City of Foley,Apr,2
City of Foley,May,1
City of Foley,Jun,2
City of Foley,Jul,2
City of Foley,Aug,2
City of Foley,Sep,2
City of Foley,Oct,1
City of Foley,Nov,2
City of Foley,Dec,2
"City of Fort Smith, AR",Jan,2
"City of Fort Smith, AR",Feb,2
"City of Fort Smith, AR",Mar,2
"City of Fort Smith, AR",Apr,2
"City of Fort Smith, AR",May,2
"City of Fort Smith, AR",Jun,2
"City of Fort Smith, AR",Jul,2
"City of Fort Smith, AR",Aug,2
"City of Fort Smith, AR",Sep,2
"City of Fort Smith, AR",Oct,2
"City of Fort Smith, AR",Nov,2
"City of Fort Smith, AR",Dec,2
"City of Gainsville, TX",Apr,2
"City of Gainsville, TX",May,1
"City of Gainsville, TX",Jul,1
"City of Gainsville, TX",Sep,1
"City of Gainsville, TX",Oct,1
"City of Gainsville, TX",Nov,1
"City of Gainsville, TX",Dec,1
City of Grand Junction,Jan,2
City of Grand Junction,Feb,1
City of Grand Junction,Mar,2
City of Grand Junction,Apr,4
City of Grand Junction,May,1
City of Grand Junction,Jun,1
City of Grand Junction,Jul,1
City of Grand Junction,Aug,8
City of Grand Junction,Sep,1
City of Grand Junction,Oct,3
City of Grand Junction,Nov,4
City of Grand Junction,Dec,1
City of Great Falls Sanitation,Feb,2
City of Great Falls Sanitation,Mar,2
City of Great Falls Sanitation,Apr,4
City of Great Falls Sanitation,May,2
City of Great Falls Sanitation,Jun,5
City of Great Falls Sanitation,Jul,4
City of Great Falls Sanitation,Aug,4
City of Great Falls Sanitation,Sep,5
City of Great Falls Sanitation,Oct,4
City of Great Falls Sanitation,Nov,2
City of Great Falls Sanitation,Dec,3
City of Green River,Jan,3
City of Green River,Mar,1
City of Green River,Apr,1
City of Green River,May,1
City of Green River,Jun,1
City of Green River,Jul,1
City of Green River,Aug,1
City of Green River,Sep,1
City of Green River,Oct,2
City of Green River,Nov,1
City of Green River,Dec,2
City of Henagar,Sep,1
City of Henagar,Nov,1
"City of Hickory, NC",Nov,1
"City of Hidalgo, TX",Sep,1
"City of Hidalgo, TX",Oct,1
"City of Hidalgo, TX",Dec,1
City of Jackson,Jan,4
City of Jackson,Feb,4
City of Jackson,Mar,4
City of Jackson,Apr,4
City of Jackson,May,3
City of Jackson,Jun,4
City of Jackson,Jul,7
City of Jackson,Aug,8
City of Jackson,Sep,8
City of Jackson,Oct,10
City of Jackson,Nov,10
City of Jacksonville,Mar,1
City of Jacksonville,Jun,3
City of Jacksonville,Aug,1
City of Jacksonville,Sep,1
City of Jacksonville,Nov,1
City of Jacksonville,Dec,3
City of Jacksonville FL,Jan,1
City of Jacksonville FL,Apr,1
City of Jacksonville FL,Jul,1
City of Jacksonville FL,Oct,1
"City of Jasper, AL",Jan,1
"City of Jasper, AL",Mar,1
"City of Jasper, AL",May,1
"City of Jasper, AL",Jun,1
"City of Jasper, AL",Oct,1
"City of Jasper, AL",Dec,1
"City of Johnson City, TN",Nov,2
"City of Johnson City, TN",Dec,1
City of Ketchikan Alaska,Jan,1
City of Ketchikan Alaska,Feb,1
City of Ketchikan Alaska,Mar,1
City of Ketchikan Alaska,Apr,1
City of Ketchikan Alaska,May,1
City of Ketchikan Alaska,Jun,1
City of Ketchikan Alaska,Jul,1
City of Ketchikan Alaska,Aug,1
City of Ketchikan Alaska,Sep,1
City of Ketchikan Alaska,Oct,1
City of Ketchikan Alaska,Nov,1
City of Ketchikan Alaska,Dec,1
City of Killeen,Mar,1
City of Killeen,Apr,1
City of Killeen,May,1
City of Killeen,Jun,1
City of Killeen,Jul,1
City of Killeen,Sep,1
City of Killeen,Oct,1
City of Killeen,Dec,1
City of Kirkland WA,Jan,3
City of Kirkland WA,Mar,2
City of Kirkland WA,May,2
City of Kirkland WA,Jul,2
City of Kirkland WA,Sep,2
City of Kirkland WA,Oct,2
City of Kirkland WA,Nov,3
City of Lakeland Utility,Feb,1
City of Lakeland Utility,Mar,1
City of Lakeland Utility,May,1
City of Lakeland Utility,Jun,1
City of Lakeland Utility,Jul,1
City of Lakeland Utility,Aug,1
City of Lakeland Utility,Sep,1
City of Lakeland Utility,Oct,2
City of Lakeland Utility,Dec,1
"City of Lamar, CO",Jan,1
"City of Lamar, CO",Feb,1
"City of Lamar, CO",Mar,2
"City of Lamar, CO",Apr,2
"City of Lamar, CO",May,2
"City of Lamar, CO",Jun,2
"City of Lamar, CO",Jul,2
"City of Lamar, CO",Sep,4
"City of Lamar, CO",Oct,1
"City of Lamar, CO",Nov,1
City of Laramie,Apr,2
City of Laramie,May,1
City of Laramie,Jun,1
City of Laramie,Sep,2
City of Laramie,Oct,2
"City of Largo, FL",Jan,1
"City of Largo, FL",Feb,1
"City of Largo, FL",Mar,1
"City of Largo, FL",Apr,1
"City of Largo, FL",May,1
"City of Largo, FL",Jun,1
"City of Largo, FL",Jul,1
"City of Largo, FL",Aug,1
"City of Largo, FL",Sep,1
"City of Largo, FL",Oct,1
"City of Largo, FL",Nov,1
"City of Largo, FL",Dec,1
"City of Lebanon, KY",Jan,2
"City of Lebanon, KY",Feb,1
"City of Lebanon, KY",Mar,1
"City of Lebanon, KY",Apr,2
"City of Lebanon, KY",May,2
"City of Lebanon, KY",Jun,1
"City of Lebanon, KY",Jul,2
"City of Lewiston, ID",Feb,1
"City of Lewiston, ID",Mar,1
"City of Lewiston, ID",Apr,1
"City of Lewiston, ID",May,2
"City of Lewiston, ID",Jul,2
"City of Lewiston, ID",Sep,1
"City of Lewiston, ID",Oct,2
"City of Lewiston, ID",Dec,1
City of Lexington,Sep,1
"City of Loganville, GA",Jan,1
"City of Loganville, GA",Feb,1
"City of Loganville, GA",Apr,2
"City of Loganville, GA",May,1
"City of Loganville, GA",Aug,1
"City of Loganville, GA",Sep,1
"City of Loganville, GA",Dec,3
City of Lompoc,Jan,1
City of Lompoc,Feb,1
City of Lompoc,Mar,1
City of Lompoc,Apr,1
City of Lompoc,May,1
City of Lompoc,Jun,2
City of Lompoc,Jul,1
City of Lompoc,Aug,1
City of Lompoc,Sep,1
City of Lompoc,Oct,1
City of Lompoc,Nov,1
City of Lordsburg,Jan,1
City of Lordsburg,Feb,1
City of Lordsburg,Mar,1
City of Lordsburg,Apr,1
City of Lordsburg,May,1
City of Lordsburg,Jun,1
City of Lordsburg,Jul,1
City of Lordsburg,Aug,1
City of Lordsburg,Sep,1
City of Lordsburg,Oct,1
City of Lordsburg,Nov,2
City of Lordsburg,Dec,1
City of Madisonville Sanitation Dept,Jan,1
City of Madisonville Sanitation Dept,Feb,1
City of Madisonville Sanitation Dept,Mar,1
City of Madisonville Sanitation Dept,Apr,1
City of Madisonville Sanitation Dept,May,1
City of Madisonville Sanitation Dept,Jun,1
City of Madisonville Sanitation Dept,Jul,2
City of Madisonville Sanitation Dept,Aug,1
City of Madisonville Sanitation Dept,Sep,1
City of Madisonville Sanitation Dept,Oct,2
City of Madisonville Sanitation Dept,Nov,1
City of Madisonville Sanitation Dept,Dec,1
City of McAllen,Jan,1
City of McAllen,Feb,1
City of McAllen,Mar,1
City of McAllen,Apr,1
City of McAllen,May,1
City of McAllen,Jun,1
City of McAllen,Jul,1
City of McAllen,Sep,1
City of McAllen,Oct,1
City of McAllen,Nov,1
City of McAllen,Dec,1
City of McDonough - GA,Jan,1
City of McDonough - GA,Feb,1
City of McDonough - GA,Mar,1
City of McDonough - GA,Apr,1
City of McDonough - GA,May,1
City of McDonough - GA,Jun,2
City of McDonough - GA,Jul,2
City of McDonough - GA,Sep,3
City of McDonough - GA,Oct,2
City of McDonough - GA,Nov,2
City of Meridian,Jan,1
City of Meridian,Feb,2
City of Meridian,Mar,1
City of Meridian,Apr,2
City of Meridian,May,1
City of Meridian,Jun,2
City of Meridian,Jul,3
City of Meridian,Aug,1
City of Meridian,Sep,2
City of Meridian,Oct,9
City of Meridian,Nov,18
City of Meridian,Dec,4
City of Mesa,Jan,1
City of Mesa,Feb,6
City of Mesa,Mar,5
City of Mesa,May,6
City of Mesa,Jun,2
City of Mesa,Jul,2
City of Mesa,Aug,2
City of Mesa,Sep,4
City of Mesa,Oct,2
City of Mesa,Nov,4
City of Mesa,Dec,2
City of Mesquite TX,Mar,1
City of Mesquite TX,Apr,1
City of Mesquite TX,May,1
City of Mesquite TX,Jun,1
City of Mesquite TX,Jul,1
City of Mesquite TX,Sep,1
City of Mesquite TX,Oct,1
City of Mesquite TX,Nov,2
City of Mont Belvieu TX,Feb,1
City of Mont Belvieu TX,Mar,1
City of Mont Belvieu TX,Apr,2
City of Mont Belvieu TX,May,1
City of Mont Belvieu TX,Aug,1
City of Mont Belvieu TX,Oct,1
City of Mont Belvieu TX,Nov,1
City of Mont Belvieu TX,Dec,1
City of Mount Vernon WA,Jan,1
City of Mount Vernon WA,Feb,1
City of Mount Vernon WA,Mar,1
City of Mount Vernon WA,Apr,1
City of Mount Vernon WA,May,1
City of Mount Vernon WA,Jun,1
City of Mount Vernon WA,Jul,1
City of Mount Vernon WA,Aug,1
City of Mount Vernon WA,Sep,1
City of Mount Vernon WA,Nov,1
City of Mount Vernon WA,Dec,1
City of Mountain Iron,Jan,1
City of Mountain Iron,Mar,1
City of Mountain Iron,Apr,1
City of Mountain Iron,May,1
City of Mountain Iron,Jun,1
City of Mountain Iron,Jul,1
City of Mountain Iron,Sep,1
City of Mountain Iron,Oct,1
City of Mountain Iron,Nov,1
City of Nampa,Jan,2
City of Nampa,Mar,2
City of Nampa,May,2
City of Nampa,Jul,2
City of Nampa,Sep,4
City of Nampa,Oct,5
City of Nampa,Nov,1
City of Nampa,Dec,2
"City of North Las Vegas, NV",Jan,11
"City of North Las Vegas, NV",Feb,12
"City of North Las Vegas, NV",Mar,7
"City of North Las Vegas, NV",Apr,19
"City of North Las Vegas, NV",May,17
"City of North Las Vegas, NV",Jun,21
"City of North Las Vegas, NV",Jul,17
"City of North Las Vegas, NV",Aug,10
"City of North Las Vegas, NV",Sep,12
"City of North Las Vegas, NV",Oct,11
"City of North Las Vegas, NV",Nov,10
"City of North Las Vegas, NV",Dec,11
"City of North Port, FL",Feb,2
"City of North Port, FL",May,3
"City of North Port, FL",Jul,1
"City of North Port, FL",Oct,1
"City of North Port, FL",Nov,1
City of North Richland Hills TX,Jan,2
City of North Richland Hills TX,Feb,4
City of Oakland Park FL,Jan,1
City of Oakland Park FL,Feb,1
City of Oakland Park FL,Mar,1
City of Oakland Park FL,Apr,2
City of Oakland Park FL,May,2
City of Oakland Park FL,Jun,2
City of Oakland Park FL,Jul,2
City of Oakland Park FL,Aug,1
City of Oakland Park FL,Sep,2
City of Oakland Park FL,Oct,1
City of Oakland Park FL,Nov,2
City of Oakland Park FL,Dec,1
City of Olathe,Jan,1
City of Olathe,Mar,3
City of Olathe,Apr,3
City of Olathe,Jul,2
City of Olathe,Aug,4
City of Olathe,Oct,3
City of Olathe,Nov,3
City of Olathe,Dec,2
City of Oxnard CA,Feb,2
City of Oxnard CA,Apr,1
City of Oxnard CA,Nov,1
City of Pembroke Pines Utilities Dept. - Florida,Jan,7
City of Pembroke Pines Utilities Dept. - Florida,Feb,7
City of Pembroke Pines Utilities Dept. - Florida,Mar,7
City of Pembroke Pines Utilities Dept. - Florida,Apr,4
City of Pembroke Pines Utilities Dept. - Florida,May,7
City of Pembroke Pines Utilities Dept. - Florida,Jun,7
City of Pembroke Pines Utilities Dept. - Florida,Jul,6
City of Pembroke Pines Utilities Dept. - Florida,Aug,6
City of Pembroke Pines Utilities Dept. - Florida,Sep,6
City of Pembroke Pines Utilities Dept. - Florida,Oct,6
City of Pembroke Pines Utilities Dept. - Florida,Nov,7
City of Pembroke Pines Utilities Dept. - Florida,Dec,7
City of Pikeville,Feb,2
City of Pikeville,May,2
City of Pleasanton,Nov,1
City of Pleasanton,Dec,1
City of Post Falls - Idaho,Jan,1
City of Post Falls - Idaho,Oct,1
City of Post Falls - Idaho,Nov,1
"City of Quincy, WA",May,1
"City of Quincy, WA",Jun,2
"City of Quincy, WA",Jul,2
"City of Quincy, WA",Oct,2
"City of Quincy, WA",Nov,2
"City of Quincy, WA",Dec,2
City of RED WING,Jan,1
City of RED WING,Feb,1
City of RED WING,Mar,1
City of RED WING,Apr,1
City of RED WING,May,2
City of RED WING,Jul,3
City of RED WING,Sep,3
City of RED WING,Oct,2
City of RED WING,Dec,1
City of Rainsville Solid Waste - AL,Jan,1
City of Rainsville Solid Waste - AL,Jul,1
City of Rainsville Solid Waste - AL,Sep,1
City of Rainsville Solid Waste - AL,Oct,1
City of Rainsville Solid Waste - AL,Nov,1
City of Rainsville Solid Waste - AL,Dec,1
City of Redwood CA,Jan,2
City of Redwood CA,Feb,2
City of Redwood CA,Mar,2
City of Redwood CA,Apr,2
City of Redwood CA,May,1
City of Redwood CA,Jun,4
City of Redwood CA,Jul,2
City of Redwood CA,Aug,2
City of Redwood CA,Sep,2
City of Redwood CA,Oct,2
City of Redwood CA,Nov,2
City of Redwood CA,Dec,2
City of Rexburg,Feb,1
City of Rexburg,Mar,1
City of Rexburg,Jun,1
City of Rexburg,Sep,1
City of Rexburg,Dec,1
City of Richardson - Texas,Apr,1
City of Richardson - Texas,May,1
City of Richardson - Texas,Jun,1
City of Richardson - Texas,Jul,1
City of Richardson - Texas,Sep,2
City of Richardson - Texas,Oct,1
City of Richardson - Texas,Dec,1
City of Richmond Indiana,Feb,1
City of Richmond Indiana,Mar,1
City of Rolla,Jan,1
City of Rolla,Feb,1
City of Rolla,Apr,1
City of Rolla,May,1
City of Rolla,Jun,1
City of Rolla,Sep,1
City of Rolla,Oct,1
City of Rolla,Nov,1
City of Rowlett,Feb,2
"City of Sallisaw, OK",Jan,3
"City of Sallisaw, OK",Feb,1
"City of Sallisaw, OK",Apr,2
"City of Sallisaw, OK",Jul,2
"City of Sallisaw, OK",Aug,2
"City of Sallisaw, OK",Sep,3
"City of Sallisaw, OK",Nov,1
"City of Sallisaw, OK",Dec,4
City of Santa Barbara,Feb,1
City of Santa Barbara,Mar,1
City of Santa Barbara,Apr,1
City of Santa Barbara,May,1
City of Santa Barbara,Jun,1
City of Santa Barbara,Jul,1
City of Santa Barbara,Sep,1
City of Santa Barbara,Oct,1
City of Santa Barbara,Nov,1
City of Santa Barbara,Dec,1
City of Schertz,Jan,1
City of Schertz,Feb,1
City of Schertz,Mar,2
City of Schertz,Apr,1
City of Schertz,May,1
City of Schertz,Jun,1
City of Schertz,Jul,2
City of Scottsbluff,May,1
City of Scottsbluff,Jun,1
City of Sherman,Jan,2
City of Sherman,Feb,4
City of Sherman,Mar,2
City of Sherman,Apr,4
City of Sherman,May,2
City of Sherman,Jun,3
City of Sherman,Jul,4
City of Sherman,Aug,1
City of Sherman,Sep,5
City of Sherman,Oct,1
City of Sherman,Nov,4
City of Sherman,Dec,1
City of Sidney,Jan,1
City of Sidney,Feb,1
City of Sidney,Mar,1
City of Sidney,Apr,1
City of Sidney,May,1
City of Sidney,Jun,2
City of Sidney,Jul,1
City of Sidney,Sep,1
City of Sidney,Oct,2
City of Sidney,Nov,1
City of Sidney,Dec,3
City of Sierra Vista,Jan,2
City of Sierra Vista,Mar,2
City of Sierra Vista,Jun,2
City of Sierra Vista,Jul,2
City of Sierra Vista,Sep,2
City of Sierra Vista,Nov,2
"City of Snellville, GA",Jan,2
"City of Snellville, GA",Feb,2
"City of Snellville, GA",Mar,2
"City of Snellville, GA",Apr,2
"City of Snellville, GA",May,2
"City of Snellville, GA",Jun,2
"City of Snellville, GA",Jul,2
"City of Snellville, GA",Aug,2
"City of Snellville, GA",Sep,2
"City of Snellville, GA",Oct,2
"City of Snellville, GA",Nov,2
City of Somerset,Jan,1
City of Somerset,Feb,2
City of Somerset,Mar,1
City of Somerset,Apr,1
City of Somerset,May,1
City of Somerset,Jun,1
City of Somerset,Jul,1
City of Somerset,Sep,1
City of Somerset,Nov,1
City of Somerset,Dec,1
City of St. Anthony,Jan,3
City of St. Anthony,Feb,4
City of St. Anthony,Mar,4
City of St. Anthony,Apr,4
City of St. Anthony,May,4
City of St. Anthony,Jun,3
City of St. Anthony,Jul,3
City of St. Anthony,Aug,1
City of St. Anthony,Sep,4
City of St. Anthony,Oct,3
City of St. Anthony,Nov,4
City of St. Anthony,Dec,4
City of Sulpher Springs,Jan,1
City of Sulpher Springs,Feb,1
City of Sulpher Springs,Mar,1
City of Sulpher Springs,Apr,2
City of Sulpher Springs,May,2
City of Sulpher Springs,Jun,2
City of Sulpher Springs,Jul,2
City of Sulpher Springs,Aug,3
City of Sulpher Springs,Sep,2
City of Sulpher Springs,Oct,2
City of Sulpher Springs,Nov,3
City of Sulpher Springs,Dec,2
City of Tacoma Public Utilities,Jun,1
City of Tacoma Public Utilities,Jul,1
City of Tallahassee,Jan,1
City of Tallahassee,Feb,2
City of Tallahassee,Mar,1
City of Tallahassee,Apr,1
City of Tallahassee,May,3
City of Tallahassee,Jun,2
City of Tallahassee,Aug,1
City of Tallahassee,Sep,3
City of Tallahassee,Oct,1
City of Tallahassee,Nov,2
City of Tampa,Jan,1
City of Tampa,May,1
City of Tampa,Jun,1
City of Tampa,Jul,1
City of Tampa,Aug,1
"City of Tracy, CA",Jan,1
"City of Tracy, CA",Feb,1
"City of Tracy, CA",Mar,1
"City of Tracy, CA",Apr,1
"City of Tracy, CA",May,1
"City of Tracy, CA",Jun,1
"City of Tracy, CA",Jul,1
"City of Tracy, CA",Aug,1
"City of Tracy, CA",Oct,1
"City of Tracy, CA",Nov,1
"City of Tracy, CA",Dec,1
City of Tulare,Feb,1
City of Tulare,Mar,1
City of Tulare,Apr,1
City of Tulare,May,1
City of Tulare,Jun,1
City of Tulare,Jul,1
City of Tulare,Aug,2
City of Tulare,Sep,1
City of Tulare,Oct,1
City of Tulare,Nov,1
City of Tulare,Dec,1
City of Tyler,Jan,1
City of Tyler,Feb,3
City of Tyler,Mar,2
City of Tyler,Apr,3
City of Tyler,May,6
City of Tyler,Jun,2
City of Tyler,Jul,3
City of Tyler,Aug,4
City of Tyler,Sep,1
City of Tyler,Oct,3
City of Tyler,Nov,2
City of Tyler,Dec,2
City of Vinita,Jan,2
City of Vinita,Feb,1
City of Vinita,Mar,1
City of Vinita,May,4
City of Vinita,Jul,1
City of Vinita,Sep,2
City of Vinita,Nov,2
City of Visalia,Jan,1
City of Visalia,Feb,2
City of Visalia,Apr,2
City of Visalia,May,2
City of Visalia,Jun,2
City of Visalia,Jul,1
City of Visalia,Aug,4
City of Visalia,Sep,2
City of Visalia,Oct,2
City of Visalia,Nov,1
City of Visalia,Dec,1
City of Willcox,Jan,1
City of Willcox,Feb,1
City of Willcox,Mar,1
City of Willcox,Apr,1
City of Willcox,May,1
City of Willcox,Jun,1
City of Willcox,Jul,1
City of Willcox,Aug,1
City of Willcox,Sep,1
City of Willcox,Oct,1
City of Willcox,Nov,1
City of Willcox,Dec,1
City of Williston ND,Jan,1
City of Williston ND,Feb,1
City of Williston ND,Mar,1
City of Williston ND,Apr,1
City of Williston ND,May,1
City of Williston ND,Sep,1
City of Williston ND,Nov,1
City of Windcrest TX,Jan,2
City of Windcrest TX,Feb,1
City of Windcrest TX,Mar,1
City of Windcrest TX,Apr,1
City of Windcrest TX,May,1
City of Windcrest TX,Jun,1
City of Windcrest TX,Jul,1
City of Windcrest TX,Sep,2
City of Windcrest TX,Oct,1
City of Windcrest TX,Dec,1
City of Winfield,Apr,1
City of Winfield,Jun,1
City of Winfield,Sep,1
"City of Wolf Point, MT",Apr,1
"City of Wolf Point, MT",May,1
"City of Wolf Point, MT",Jun,1
"City of Wolf Point, MT",Aug,1
"City of Wolf Point, MT",Sep,3
"City of Wolf Point, MT",Nov,1
"City of Wolf Point, MT",Dec,1
"City of Yuma, CO",Mar,1
"City of Yuma, CO",Apr,1
"City of Yuma, CO",May,1
"City of Yuma, CO",Jun,1
"City of Yuma, CO",Jul,1
"City of Yuma, CO",Sep,2
"City of Yuma, CO",Nov,1
Civicorps,Jan,2
Civicorps,Mar,3
Civicorps,Jul,3
Civicorps,Sep,1
Civicorps,Dec,2
"Clackamas Garbage Co., Inc",Jan,3
"Clackamas Garbage Co., Inc",Feb,2
"Clackamas Garbage Co., Inc",Mar,2
"Clackamas Garbage Co., Inc",Apr,2
"Clackamas Garbage Co., Inc",May,2
"Clackamas Garbage Co., Inc",Jun,2
"Clackamas Garbage Co., Inc",Jul,1
"Clackamas Garbage Co., Inc",Aug,1
"Clackamas Garbage Co., Inc",Sep,2
"Clackamas Garbage Co., Inc",Oct,1
"Clackamas Garbage Co., Inc",Nov,2
Clarks Disposal,Jan,1
Clarks Disposal,Feb,1
Clarks Disposal,Mar,1
Clarks Disposal,Apr,1
Clarks Disposal,Jul,3
Clarks Disposal,Aug,1
Clarks Disposal,Sep,1
Clarks Disposal,Oct,1
Clarks Disposal,Nov,1
Clay County Tax Office,Feb,1
Clay County Tax Office,Mar,1
Clay County Tax Office,Apr,1
Clay County Tax Office,Jun,1
Clay County Tax Office,Jul,1
Clay County Tax Office,Aug,1
Clay County Tax Office,Sep,2
Clean Slate Services,Jan,1
Clean Slate Services,Feb,2
Clean Slate Services,Mar,2
Clean Slate Services,Apr,9
Clean Slate Services,May,7
Clean Slate Services,Jun,7
Clean Slate Services,Jul,9
Clean Slate Services,Sep,16
Clean Slate Services,Oct,8
Clean Slate Services,Dec,8
Clean Way Waste Services,Jan,2
Clean Way Waste Services,Feb,2
Clean Way Waste Services,Mar,2
Cleeton Sanitation Service,Jan,3
Cleeton Sanitation Service,Feb,3
Cleeton Sanitation Service,Mar,6
Cleeton Sanitation Service,Apr,5
Cleeton Sanitation Service,May,5
Cleeton Sanitation Service,Jun,5
Cleeton Sanitation Service,Jul,5
Cleeton Sanitation Service,Aug,5
Cleeton Sanitation Service,Sep,5
Cleeton Sanitation Service,Oct,4
